year,state,month,number,day
2013,Santa Catarina,7,69,1
2014,Santa Catarina,7,82,1
2015,Santa Catarina,7,45,1
2016,Santa Catarina,7,480,1
2017,Santa Catarina,7,591,1
1998,Santa Catarina,8,0,1
1999,Santa Catarina,8,51,1
2000,Santa Catarina,8,69,1
2001,Santa Catarina,8,24,1
2002,Santa Catarina,8,702,1
2003,Santa Catarina,8,1513,1
2004,Santa Catarina,8,728,1
2005,Santa Catarina,8,391,1
2006,Santa Catarina,8,728,1
2007,Santa Catarina,8,462,1
2008,Santa Catarina,8,51,1
2009,Santa Catarina,8,759,1
2010,Santa Catarina,8,511,1
2011,Santa Catarina,8,175,1
2012,Santa Catarina,8,398,1
2013,Santa Catarina,8,236,1
2014,Santa Catarina,8,459,1
2015,Santa Catarina,8,379,1
2016,Santa Catarina,8,765,1
2017,Santa Catarina,8,713,1
1998,Santa Catarina,9,6,1
1999,Santa Catarina,9,101,1
2000,Santa Catarina,9,36,1
2001,Santa Catarina,9,18,1
2002,Santa Catarina,9,416,1
2003,Santa Catarina,9,1339,1
2004,Santa Catarina,9,755,1
2005,Santa Catarina,9,116,1
2006,Santa Catarina,9,530,1
2007,Santa Catarina,9,617,1
2008,Santa Catarina,9,233,1
2009,Santa Catarina,9,47,1
2010,Santa Catarina,9,198,1
2011,Santa Catarina,9,450,1
2012,Santa Catarina,9,188,1
2013,Santa Catarina,9,303,1
2014,Santa Catarina,9,208,1
2015,Santa Catarina,9,156,1
2016,Santa Catarina,9,644,1
2017,Santa Catarina,9,626,1
1998,Santa Catarina,10,4,1
1999,Santa Catarina,10,16,1
2000,Santa Catarina,10,55,1
2001,Santa Catarina,10,26,1
2002,Santa Catarina,10,42,1
2003,Santa Catarina,10,669,1
2004,Santa Catarina,10,704,1
2005,Santa Catarina,10,197,1
2006,Santa Catarina,10,269,1
2007,Santa Catarina,10,35,1
2008,Santa Catarina,10,56,1
2009,Santa Catarina,10,252,1
2010,Santa Catarina,10,76,1
2011,Santa Catarina,10,102,1
2012,Santa Catarina,10,34,1
2013,Santa Catarina,10,107,1
2014,Santa Catarina,10,122,1
2015,Santa Catarina,10,21,1
2016,Santa Catarina,10,56,1
2017,Santa Catarina,10,51,1
1998,Santa Catarina,11,21,1
1999,Santa Catarina,11,84,1
2000,Santa Catarina,11,19,1
2001,Santa Catarina,11,66,1
2002,Santa Catarina,11,348,1
2003,Santa Catarina,11,347,1
2004,Santa Catarina,11,279,1
2005,Santa Catarina,11,384,1
2006,Santa Catarina,11,45,1
2007,Santa Catarina,11,26,1
2008,Santa Catarina,11,16,1
2009,Santa Catarina,11,61,1
2010,Santa Catarina,11,88,1
2011,Santa Catarina,11,79,1
2012,Santa Catarina,11,72,1
2013,Santa Catarina,11,84,1
2014,Santa Catarina,11,43,1
2015,Santa Catarina,11,9,1
2016,Santa Catarina,11,156,1
2017,Santa Catarina,11,152,1
1998,Santa Catarina,12,26,1
1999,Santa Catarina,12,89,1
2000,Santa Catarina,12,29,1
2001,Santa Catarina,12,45,1
2002,Santa Catarina,12,76,1
2003,Santa Catarina,12,129,1
2004,Santa Catarina,12,68,1
2005,Santa Catarina,12,17,1
2006,Santa Catarina,12,7,1
2007,Santa Catarina,12,17,1
2008,Santa Catarina,12,29,1
2009,Santa Catarina,12,20,1
2010,Santa Catarina,12,23,1
2011,Santa Catarina,12,24,1
2012,Santa Catarina,12,32,1
2013,Santa Catarina,12,74,1
2014,Santa Catarina,12,45,1
2015,Santa Catarina,12,19,1
2016,Santa Catarina,12,20,1
1998,Sao Paulo,1,0,1
1999,Sao Paulo,1,7,1
2000,Sao Paulo,1,36,1
2001,Sao Paulo,1,26,1
2002,Sao Paulo,1,19,1
2003,Sao Paulo,1,59,1
2004,Sao Paulo,1,37,1
2005,Sao Paulo,1,26,1
2006,Sao Paulo,1,76,1
2007,Sao Paulo,1,14,1
2008,Sao Paulo,1,34,1
2009,Sao Paulo,1,12,1
2010,Sao Paulo,1,45,1
2011,Sao Paulo,1,75,1
2012,Sao Paulo,1,38,1
2013,Sao Paulo,1,36,1
2014,Sao Paulo,1,99,1
2015,Sao Paulo,1,120,1
2016,Sao Paulo,1,85,1
2017,Sao Paulo,1,28,1
1998,Sao Paulo,2,0,1
1999,Sao Paulo,2,47,1
2000,Sao Paulo,2,25,1
2001,Sao Paulo,2,25,1
2002,Sao Paulo,2,19,1
2003,Sao Paulo,2,137,1
2004,Sao Paulo,2,41,1
2005,Sao Paulo,2,78,1
2006,Sao Paulo,2,59,1
2007,Sao Paulo,2,96,1
2008,Sao Paulo,2,30,1
2009,Sao Paulo,2,65,1
2010,Sao Paulo,2,152,1
2011,Sao Paulo,2,73,1
2012,Sao Paulo,2,81,1
2013,Sao Paulo,2,100,1
2014,Sao Paulo,2,112,1
2015,Sao Paulo,2,69,1
2016,Sao Paulo,2,188,1
2017,Sao Paulo,2,107,1
1998,Sao Paulo,3,0,1
1999,Sao Paulo,3,78,1
2000,Sao Paulo,3,26,1
2001,Sao Paulo,3,35,1
2002,Sao Paulo,3,111,1
2003,Sao Paulo,3,86,1
2004,Sao Paulo,3,73,1
2005,Sao Paulo,3,73,1
2006,Sao Paulo,3,106,1
2007,Sao Paulo,3,152,1
2008,Sao Paulo,3,72,1
2009,Sao Paulo,3,55,1
2010,Sao Paulo,3,111,1
2011,Sao Paulo,3,45,1
2012,Sao Paulo,3,99,1
2013,Sao Paulo,3,57,1
2014,Sao Paulo,3,75,1
2015,Sao Paulo,3,68,1
2016,Sao Paulo,3,82,1
2017,Sao Paulo,3,103,1
1998,Sao Paulo,4,0,1
1999,Sao Paulo,4,291,1
2000,Sao Paulo,4,102,1
2001,Sao Paulo,4,61,1
2002,Sao Paulo,4,178,1
2003,Sao Paulo,4,106,1
2004,Sao Paulo,4,36,1
2005,Sao Paulo,4,62,1
2006,Sao Paulo,4,63,1
2007,Sao Paulo,4,44,1
2008,Sao Paulo,4,84,1
2009,Sao Paulo,4,67,1
2010,Sao Paulo,4,91,1
2011,Sao Paulo,4,52,1
2012,Sao Paulo,4,82,1
2013,Sao Paulo,4,103,1
2014,Sao Paulo,4,103,1
2015,Sao Paulo,4,76,1
2016,Sao Paulo,4,307,1
2017,Sao Paulo,4,41,1
1998,Sao Paulo,5,0,1
1999,Sao Paulo,5,500,1
2000,Sao Paulo,5,300,1
2001,Sao Paulo,5,211,1
2002,Sao Paulo,5,319,1
2003,Sao Paulo,5,69,1
2004,Sao Paulo,5,60,1
2005,Sao Paulo,5,212,1
2006,Sao Paulo,5,88,1
2007,Sao Paulo,5,69,1
2008,Sao Paulo,5,40,1
2009,Sao Paulo,5,142,1
2010,Sao Paulo,5,150,1
2011,Sao Paulo,5,136,1
2012,Sao Paulo,5,82,1
2013,Sao Paulo,5,118,1
2014,Sao Paulo,5,181,1
2015,Sao Paulo,5,65,1
2016,Sao Paulo,5,139,1
2017,Sao Paulo,5,43,1
1998,Sao Paulo,6,451,1
1999,Sao Paulo,6,522,1
2000,Sao Paulo,6,606,1
2001,Sao Paulo,6,346,1
2002,Sao Paulo,6,562,1
2003,Sao Paulo,6,132,1
2004,Sao Paulo,6,231,1
2005,Sao Paulo,6,236,1
2006,Sao Paulo,6,97,1
2007,Sao Paulo,6,91,1
2008,Sao Paulo,6,25,1
2009,Sao Paulo,6,125,1
2010,Sao Paulo,6,143,1
2011,Sao Paulo,6,210,1
2012,Sao Paulo,6,30,1
2013,Sao Paulo,6,47,1
2014,Sao Paulo,6,331,1
2015,Sao Paulo,6,147,1
2016,Sao Paulo,6,197,1
2017,Sao Paulo,6,217,1
1998,Sao Paulo,7,596,1
1999,Sao Paulo,7,684,1
2000,Sao Paulo,7,770,1
2001,Sao Paulo,7,538,1
2002,Sao Paulo,7,448,1
2003,Sao Paulo,7,171,1
2004,Sao Paulo,7,342,1
2005,Sao Paulo,7,284,1
2006,Sao Paulo,7,245,1
2007,Sao Paulo,7,94,1
2008,Sao Paulo,7,126,1
2009,Sao Paulo,7,110,1
2010,Sao Paulo,7,600,1
2011,Sao Paulo,7,479,1
2012,Sao Paulo,7,179,1
2013,Sao Paulo,7,181,1
2014,Sao Paulo,7,476,1
2015,Sao Paulo,7,149,1
2016,Sao Paulo,7,687,1
2017,Sao Paulo,7,802,1
1998,Sao Paulo,8,581,1
1999,Sao Paulo,8,1210,1
2000,Sao Paulo,8,915,1
2001,Sao Paulo,8,595,1
2002,Sao Paulo,8,719,1
2003,Sao Paulo,8,934,1
2004,Sao Paulo,8,794,1
2005,Sao Paulo,8,522,1
2006,Sao Paulo,8,572,1
2007,Sao Paulo,8,470,1
2008,Sao Paulo,8,153,1
2009,Sao Paulo,8,289,1
2010,Sao Paulo,8,1809,1
2011,Sao Paulo,8,1067,1
2012,Sao Paulo,8,435,1
2013,Sao Paulo,8,497,1
2014,Sao Paulo,8,1458,1
2015,Sao Paulo,8,643,1
2016,Sao Paulo,8,797,1
2017,Sao Paulo,8,981,1
1998,Sao Paulo,9,525,1
1999,Sao Paulo,9,911,1
2000,Sao Paulo,9,582,1
2001,Sao Paulo,9,425,1
2002,Sao Paulo,9,302,1
2003,Sao Paulo,9,977,1
2004,Sao Paulo,9,809,1
2005,Sao Paulo,9,231,1
2006,Sao Paulo,9,694,1
2007,Sao Paulo,9,495,1
2008,Sao Paulo,9,486,1
2009,Sao Paulo,9,116,1
2010,Sao Paulo,9,1676,1
2011,Sao Paulo,9,1107,1
2012,Sao Paulo,9,813,1
2013,Sao Paulo,9,560,1
2014,Sao Paulo,9,882,1
2015,Sao Paulo,9,368,1
2016,Sao Paulo,9,490,1
2017,Sao Paulo,9,2868,1
1998,Sao Paulo,10,434,1
1999,Sao Paulo,10,763,1
2000,Sao Paulo,10,647,1
2001,Sao Paulo,10,444,1
2002,Sao Paulo,10,733,1
2003,Sao Paulo,10,422,1
2004,Sao Paulo,10,195,1
2005,Sao Paulo,10,221,1
2006,Sao Paulo,10,153,1
2007,Sao Paulo,10,281,1
2008,Sao Paulo,10,87,1
2009,Sao Paulo,10,64,1
2010,Sao Paulo,10,260,1
2011,Sao Paulo,10,188,1
2012,Sao Paulo,10,206,1
2013,Sao Paulo,10,127,1
2014,Sao Paulo,10,887,1
2015,Sao Paulo,10,213,1
2016,Sao Paulo,10,177,1
2017,Sao Paulo,10,179,1
1998,Sao Paulo,11,488,1
1999,Sao Paulo,11,398,1
2000,Sao Paulo,11,96,1
2001,Sao Paulo,11,168,1
2002,Sao Paulo,11,72,1
2003,Sao Paulo,11,155,1
2004,Sao Paulo,11,144,1
2005,Sao Paulo,11,163,1
2006,Sao Paulo,11,43,1
2007,Sao Paulo,11,50,1
2008,Sao Paulo,11,20,1
2009,Sao Paulo,11,83,1
2010,Sao Paulo,11,104,1
2011,Sao Paulo,11,87,1
2012,Sao Paulo,11,50,1
2013,Sao Paulo,11,120,1
2014,Sao Paulo,11,56,1
2015,Sao Paulo,11,21,1
2016,Sao Paulo,11,39,1
2017,Sao Paulo,11,37,1
1998,Sao Paulo,12,121,1
1999,Sao Paulo,12,47,1
2000,Sao Paulo,12,23,1
2001,Sao Paulo,12,52,1
2002,Sao Paulo,12,57,1
2003,Sao Paulo,12,58,1
2004,Sao Paulo,12,102,1
2005,Sao Paulo,12,15,1
2006,Sao Paulo,12,13,1
2007,Sao Paulo,12,21,1
2008,Sao Paulo,12,36,1
2009,Sao Paulo,12,37,1
2010,Sao Paulo,12,52,1
2011,Sao Paulo,12,53,1
2012,Sao Paulo,12,64,1
2013,Sao Paulo,12,109,1
2014,Sao Paulo,12,57,1
2015,Sao Paulo,12,45,1
2016,Sao Paulo,12,47,1
1998,Sergipe,1,0,1
1999,Sergipe,1,36,1
2000,Sergipe,1,1,1
2001,Sergipe,1,2,1
2002,Sergipe,1,1,1
2003,Sergipe,1,198,1
2004,Sergipe,1,16,1
2005,Sergipe,1,80,1
2006,Sergipe,1,36,1
2007,Sergipe,1,56,1
2008,Sergipe,1,100,1
2009,Sergipe,1,60,1
2010,Sergipe,1,29,1
2011,Sergipe,1,36,1
2012,Sergipe,1,39,1
2013,Sergipe,1,34,1
2014,Sergipe,1,20,1
2015,Sergipe,1,44,1
2016,Sergipe,1,9,1
2017,Sergipe,1,31,1
1998,Sergipe,2,0,1
1999,Sergipe,2,25,1
2000,Sergipe,2,6,1
2001,Sergipe,2,2,1
2002,Sergipe,2,6,1
2003,Sergipe,2,50,1
2004,Sergipe,2,10,1
2005,Sergipe,2,19,1
2006,Sergipe,2,36,1
2007,Sergipe,2,22,1
2008,Sergipe,2,67,1
2009,Sergipe,2,64,1
2010,Sergipe,2,33,1
2011,Sergipe,2,31,1
2012,Sergipe,2,34,1
2013,Sergipe,2,47,1
2014,Sergipe,2,18,1
2015,Sergipe,2,40,1
2016,Sergipe,2,22,1
2017,Sergipe,2,18,1
1998,Sergipe,3,0,1
1999,Sergipe,3,18,1
2000,Sergipe,3,6,1
2001,Sergipe,3,1,1
2002,Sergipe,3,7,1
2003,Sergipe,3,62,1
2004,Sergipe,3,36,1
2005,Sergipe,3,28,1
2006,Sergipe,3,41,1
2007,Sergipe,3,2,1
2008,Sergipe,3,43,1
2009,Sergipe,3,29,1
2010,Sergipe,3,44,1
2011,Sergipe,3,47,1
2012,Sergipe,3,71,1
2013,Sergipe,3,67,1
2014,Sergipe,3,33,1
2015,Sergipe,3,49,1
2016,Sergipe,3,26,1
2017,Sergipe,3,16,1
1998,Sergipe,4,0,1
1999,Sergipe,4,6,1
2000,Sergipe,4,1,1
2001,Sergipe,4,0,1
2002,Sergipe,4,12,1
2003,Sergipe,4,48,1
2004,Sergipe,4,13,1
2005,Sergipe,4,8,1
2006,Sergipe,4,9,1
2007,Sergipe,4,1,1
2008,Sergipe,4,2,1
2009,Sergipe,4,19,1
2010,Sergipe,4,1,1
2011,Sergipe,4,12,1
2012,Sergipe,4,40,1
2013,Sergipe,4,15,1
2014,Sergipe,4,7,1
2015,Sergipe,4,35,1
2016,Sergipe,4,14,1
2017,Sergipe,4,8,1
1998,Sergipe,5,0,1
1999,Sergipe,5,0,1
2000,Sergipe,5,0,1
2001,Sergipe,5,3,1
2002,Sergipe,5,0,1
2003,Sergipe,5,2,1
2004,Sergipe,5,5,1
2005,Sergipe,5,0,1
2006,Sergipe,5,0,1
2007,Sergipe,5,0,1
2008,Sergipe,5,0,1
2009,Sergipe,5,0,1
2010,Sergipe,5,0,1
2011,Sergipe,5,0,1
2012,Sergipe,5,17,1
2013,Sergipe,5,1,1
2014,Sergipe,5,1,1
2015,Sergipe,5,11,1
2016,Sergipe,5,9,1
2017,Sergipe,5,1,1
1998,Sergipe,6,0,1
1999,Sergipe,6,0,1
2000,Sergipe,6,0,1
2001,Sergipe,6,0,1
2002,Sergipe,6,0,1
2003,Sergipe,6,0,1
2004,Sergipe,6,0,1
2005,Sergipe,6,0,1
2006,Sergipe,6,0,1
2007,Sergipe,6,0,1
2008,Sergipe,6,0,1
2009,Sergipe,6,2,1
2010,Sergipe,6,0,1
2011,Sergipe,6,1,1
2012,Sergipe,6,3,1
2013,Sergipe,6,1,1
2014,Sergipe,6,0,1
2015,Sergipe,6,3,1
2016,Sergipe,6,1,1
2017,Sergipe,6,0,1
1998,Sergipe,7,0,1
1999,Sergipe,7,0,1
2000,Sergipe,7,0,1
2001,Sergipe,7,0,1
2002,Sergipe,7,0,1
2003,Sergipe,7,0,1
2004,Sergipe,7,0,1
2005,Sergipe,7,0,1
2006,Sergipe,7,0,1
2007,Sergipe,7,0,1
2008,Sergipe,7,0,1
2009,Sergipe,7,0,1
2010,Sergipe,7,0,1
2011,Sergipe,7,0,1
2012,Sergipe,7,1,1
2013,Sergipe,7,0,1
2014,Sergipe,7,0,1
2015,Sergipe,7,0,1
2016,Sergipe,7,0,1
2017,Sergipe,7,0,1
1998,Sergipe,8,0,1
1999,Sergipe,8,0,1
2000,Sergipe,8,0,1
2001,Sergipe,8,0,1
2002,Sergipe,8,2,1
2003,Sergipe,8,0,1
2004,Sergipe,8,0,1
2005,Sergipe,8,0,1
2006,Sergipe,8,0,1
2007,Sergipe,8,0,1
2008,Sergipe,8,0,1
2009,Sergipe,8,0,1
2010,Sergipe,8,0,1
2011,Sergipe,8,1,1
2012,Sergipe,8,0,1
2013,Sergipe,8,0,1
2014,Sergipe,8,0,1
2015,Sergipe,8,0,1
2016,Sergipe,8,6,1
2017,Sergipe,8,0,1
1998,Sergipe,9,0,1
1999,Sergipe,9,0,1
2000,Sergipe,9,0,1
2001,Sergipe,9,1,1
2002,Sergipe,9,0,1
2003,Sergipe,9,3,1
2004,Sergipe,9,0,1
2005,Sergipe,9,2,1
2006,Sergipe,9,0,1
2007,Sergipe,9,0,1
2008,Sergipe,9,0,1
2009,Sergipe,9,1,1
2010,Sergipe,9,0,1
2011,Sergipe,9,0,1
2012,Sergipe,9,1,1
2013,Sergipe,9,1,1
2014,Sergipe,9,4,1
2015,Sergipe,9,1,1
2016,Sergipe,9,2,1
2017,Sergipe,9,0,1
1998,Sergipe,10,0,1
1999,Sergipe,10,0,1
2000,Sergipe,10,3,1
2001,Sergipe,10,5,1
2002,Sergipe,10,20,1
2003,Sergipe,10,2,1
2004,Sergipe,10,3,1
2005,Sergipe,10,11,1
2006,Sergipe,10,3,1
2007,Sergipe,10,3,1
2008,Sergipe,10,0,1
2009,Sergipe,10,1,1
2010,Sergipe,10,1,1
2011,Sergipe,10,5,1
2012,Sergipe,10,1,1
2013,Sergipe,10,3,1
2014,Sergipe,10,3,1
2015,Sergipe,10,6,1
2016,Sergipe,10,10,1
2017,Sergipe,10,0,1
1998,Sergipe,11,12,1
1999,Sergipe,11,3,1
2000,Sergipe,11,0,1
2001,Sergipe,11,5,1
2002,Sergipe,11,57,1
2003,Sergipe,11,2,1
2004,Sergipe,11,41,1
2005,Sergipe,11,23,1
2006,Sergipe,11,5,1
2007,Sergipe,11,7,1
2008,Sergipe,11,17,1
2009,Sergipe,11,9,1
2010,Sergipe,11,16,1
2011,Sergipe,11,4,1
2012,Sergipe,11,6,1
2013,Sergipe,11,7,1
2014,Sergipe,11,9,1
2015,Sergipe,11,47,1
2016,Sergipe,11,17,1
2017,Sergipe,11,1,1
1998,Sergipe,12,8,1
1999,Sergipe,12,5,1
2000,Sergipe,12,0,1
2001,Sergipe,12,5,1
2002,Sergipe,12,103,1
2003,Sergipe,12,36,1
2004,Sergipe,12,66,1
2005,Sergipe,12,29,1
2006,Sergipe,12,17,1
2007,Sergipe,12,33,1
2008,Sergipe,12,14,1
2009,Sergipe,12,21,1
2010,Sergipe,12,19,1
2011,Sergipe,12,36,1
2012,Sergipe,12,18,1
2013,Sergipe,12,9,1
2014,Sergipe,12,9,1
2015,Sergipe,12,63,1
2016,Sergipe,12,36,1
1998,Tocantins,1,0,1
1999,Tocantins,1,36,1
2000,Tocantins,1,15,1
2001,Tocantins,1,19,1
2002,Tocantins,1,35,1
2003,Tocantins,1,35,1
2004,Tocantins,1,40,1
2005,Tocantins,1,66,1
2006,Tocantins,1,91,1
2007,Tocantins,1,34,1
2008,Tocantins,1,28,1
2009,Tocantins,1,43,1
2010,Tocantins,1,79,1
2011,Tocantins,1,14,1
2012,Tocantins,1,12,1
2013,Tocantins,1,50,1
2014,Tocantins,1,89,1
2015,Tocantins,1,186,1
2016,Tocantins,1,42,1
2017,Tocantins,1,61,1
1998,Tocantins,2,0,1
1999,Tocantins,2,1,1
2000,Tocantins,2,6,1
2001,Tocantins,2,6,1
2002,Tocantins,2,48,1
2003,Tocantins,2,15,1
2004,Tocantins,2,7,1
2005,Tocantins,2,27,1
2006,Tocantins,2,14,1
2007,Tocantins,2,8,1
2008,Tocantins,2,6,1
2009,Tocantins,2,21,1
2010,Tocantins,2,32,1
2011,Tocantins,2,13,1
2012,Tocantins,2,45,1
2013,Tocantins,2,37,1
2014,Tocantins,2,73,1
2015,Tocantins,2,65,1
2016,Tocantins,2,383,1
2017,Tocantins,2,25,1
1998,Tocantins,3,0,1
1999,Tocantins,3,1,1
2000,Tocantins,3,4,1
2001,Tocantins,3,0,1
2002,Tocantins,3,33,1
2003,Tocantins,3,19,1
2004,Tocantins,3,23,1
2005,Tocantins,3,13,1
2006,Tocantins,3,11,1
2007,Tocantins,3,99,1
2008,Tocantins,3,4,1
2009,Tocantins,3,23,1
2010,Tocantins,3,120,1
2011,Tocantins,3,16,1
2012,Tocantins,3,80,1
2013,Tocantins,3,60,1
2014,Tocantins,3,58,1
2015,Tocantins,3,85,1
2016,Tocantins,3,165,1
2017,Tocantins,3,98,1
1998,Tocantins,4,0,1
1999,Tocantins,4,9,1
2000,Tocantins,4,0,1
2001,Tocantins,4,19,1
2002,Tocantins,4,37,1
2003,Tocantins,4,64,1
2004,Tocantins,4,52,1
2005,Tocantins,4,52,1
2006,Tocantins,4,4,1
2007,Tocantins,4,22,1
2008,Tocantins,4,46,1
2009,Tocantins,4,5,1
2010,Tocantins,4,419,1
2011,Tocantins,4,106,1
2012,Tocantins,4,226,1
2013,Tocantins,4,130,1
2014,Tocantins,4,187,1
2015,Tocantins,4,88,1
2016,Tocantins,4,369,1
2017,Tocantins,4,164,1
1998,Tocantins,5,0,1
1999,Tocantins,5,24,1
2000,Tocantins,5,69,1
2001,Tocantins,5,48,1
2002,Tocantins,5,138,1
2003,Tocantins,5,96,1
2004,Tocantins,5,350,1
2005,Tocantins,5,236,1
2006,Tocantins,5,35,1
2007,Tocantins,5,250,1
2008,Tocantins,5,81,1
2009,Tocantins,5,91,1
2010,Tocantins,5,580,1
2011,Tocantins,5,354,1
2012,Tocantins,5,467,1
2013,Tocantins,5,373,1
2014,Tocantins,5,618,1
2015,Tocantins,5,512,1
2016,Tocantins,5,778,1
2017,Tocantins,5,576,1
1998,Tocantins,6,252,1
1999,Tocantins,6,113,1
2000,Tocantins,6,278,1
2001,Tocantins,6,305,1
2002,Tocantins,6,396,1
2003,Tocantins,6,329,1
2004,Tocantins,6,1079,1
2005,Tocantins,6,669,1
2006,Tocantins,6,289,1
2007,Tocantins,6,591,1
2008,Tocantins,6,282,1
2009,Tocantins,6,421,1
2010,Tocantins,6,767,1
2011,Tocantins,6,717,1
2012,Tocantins,6,922,1
2013,Tocantins,6,873,1
2014,Tocantins,6,1372,1
2015,Tocantins,6,1150,1
2016,Tocantins,6,1148,1
2017,Tocantins,6,1320,1
1998,Tocantins,7,640,1
1999,Tocantins,7,373,1
2000,Tocantins,7,500,1
2001,Tocantins,7,830,1
2002,Tocantins,7,976,1
2003,Tocantins,7,762,1
2004,Tocantins,7,1389,1
2005,Tocantins,7,1082,1
2006,Tocantins,7,430,1
2007,Tocantins,7,982,1
2008,Tocantins,7,441,1
2009,Tocantins,7,989,1
2010,Tocantins,7,2408,1
2011,Tocantins,7,1000,1
2012,Tocantins,7,1693,1
2013,Tocantins,7,1393,1
2014,Tocantins,7,1404,1
2015,Tocantins,7,1217,1
2016,Tocantins,7,2737,1
2017,Tocantins,7,2397,1
1998,Tocantins,8,3747,1
1999,Tocantins,8,1284,1
2000,Tocantins,8,1949,1
2001,Tocantins,8,2242,1
2002,Tocantins,8,3026,1
2003,Tocantins,8,1339,1
2004,Tocantins,8,1776,1
2005,Tocantins,8,1840,1
2006,Tocantins,8,1277,1
2007,Tocantins,8,4747,1
2008,Tocantins,8,845,1
2009,Tocantins,8,1124,1
2010,Tocantins,8,7865,1
2011,Tocantins,8,1668,1
2012,Tocantins,8,4280,1
2013,Tocantins,8,1810,1
2014,Tocantins,8,2917,1
2015,Tocantins,8,2540,1
2016,Tocantins,8,3213,1
2017,Tocantins,8,3536,1
1998,Tocantins,9,5149,1
1999,Tocantins,9,3415,1
2000,Tocantins,9,2552,1
2001,Tocantins,9,4838,1
2002,Tocantins,9,5314,1
2003,Tocantins,9,4637,1
2004,Tocantins,9,5308,1
2005,Tocantins,9,5319,1
2006,Tocantins,9,2978,1
2007,Tocantins,9,6829,1
2008,Tocantins,9,2390,1
2009,Tocantins,9,2017,1
2010,Tocantins,9,10172,1
2011,Tocantins,9,4658,1
2012,Tocantins,9,7460,1
2013,Tocantins,9,2445,1
2014,Tocantins,9,3520,1
2015,Tocantins,9,5510,1
2016,Tocantins,9,3245,1
2017,Tocantins,9,10737,1
1998,Tocantins,10,1738,1
1999,Tocantins,10,1378,1
2000,Tocantins,10,1053,1
2001,Tocantins,10,684,1
2002,Tocantins,10,1537,1
2003,Tocantins,10,1339,1
2004,Tocantins,10,1658,1
2005,Tocantins,10,2913,1
2006,Tocantins,10,1176,1
2007,Tocantins,10,2252,1
2008,Tocantins,10,2832,1
2009,Tocantins,10,718,1
2010,Tocantins,10,2272,1
2011,Tocantins,10,1591,1
2012,Tocantins,10,3680,1
2013,Tocantins,10,2155,1
2014,Tocantins,10,4,1
2015,Tocantins,10,4843,1
2016,Tocantins,10,2032,1
2017,Tocantins,10,2969,1
1998,Tocantins,11,1,1
1999,Tocantins,11,29,1
2000,Tocantins,11,96,1
2001,Tocantins,11,100,1
2002,Tocantins,11,207,1
2003,Tocantins,11,146,1
2004,Tocantins,11,424,1
2005,Tocantins,11,271,1
2006,Tocantins,11,108,1
2007,Tocantins,11,147,1
2008,Tocantins,11,104,1
2009,Tocantins,11,251,1
2010,Tocantins,11,283,1
2011,Tocantins,11,144,1
2012,Tocantins,11,179,1
2013,Tocantins,11,345,1
2014,Tocantins,11,451,1
2015,Tocantins,11,833,1
2016,Tocantins,11,623,1
2017,Tocantins,11,434,1
1998,Tocantins,12,9,1
1999,Tocantins,12,16,1
2000,Tocantins,12,20,1
2001,Tocantins,12,21,1
2002,Tocantins,12,39,1
2003,Tocantins,12,109,1
2004,Tocantins,12,96,1
2005,Tocantins,12,53,1
2006,Tocantins,12,15,1
2007,Tocantins,12,13,1
2008,Tocantins,12,7,1
2009,Tocantins,12,46,1
2010,Tocantins,12,72,1
2011,Tocantins,12,105,1
2012,Tocantins,12,128,1
2013,Tocantins,12,85,1
2014,Tocantins,12,223,1
2015,Tocantins,12,373,1
2016,Tocantins,12,119,1
